Item Name,UOM,Item Category,Variance ,Base Price,ID,No Decimal Values
White Matar (vatana),kg,KIRANA,0.00,100.00,"292482000006357173",false
WHITE PEPPER POWDER ,kg,KIRANA,0.00,2540.00,"292482000000904031",false
WHOLE - CORIANDER SEED,kg,KIRANA,0.00,342.00,"292482000000392107",false
WHOLE BAY LEAF,kg,KIRANA,0.00,300.00,"292482000000390869",false
"WHOLE BLACK CARDAMOM4,200.00",kg,KIRANA,0.00,4200.00,"292482000000390873",false
WHOLE BLACK PEPPER,kg,KIRANA,0.00,1300.00,"292482000000390925",false
WHOLE BLACK SESAME SEED,kg,KIRANA,0.00,150.00,"292482000002423977",false
WHOLE BLACK URAD,kg,KIRANA,0.00,160.00,"292482000000377715",false
WHOLE CINNAMON,kg,KIRANA,0.00,1000.00,"292482000002702497",false
WHOLE CLOVES,kg,KIRANA,0.00,1600.00,"292482000000390877",false
WHOLE CUMIN SEED,kg,KIRANA,0.00,500.00,"292482000000390865",false
WHOLE GARLIC,kg,VEGETABLES,0.00,250.00,"292482000000390035",false
WHOLE GREEN CARDAMOM,kg,KIRANA,0.00,4000.00,"292482000000390901",false
WHOLE KAJU,kg,KIRANA,0.00,1200.00,"292482000000924743",false
WHOLE KASHMIRI CHILLY,kg,KIRANA,0.00,800.00,"292482000000390821",false
WHOLE METHI SEED,kg,KIRANA,0.00,160.00,"292482000000406013",false
WHOLE STAR ANISE,kg,KIRANA,0.00,2000.00,"292482000000390941",false
WHOLE WHITE SESAME SEED,kg,KIRANA,0.00,400.00,"292482000000390969",false
YELLOW BARIK SEV,kg,KIRANA,0.00,240.00,"292482000000390937",false
YELLOW RAI,kg,KIRANA,,,"292482000008286807",false
ZUCCHINI - GREEN,kg,VEGETABLES,0.00,180.00,"292482000000390207",false
ZUCCHINI - YELLOW,kg,VEGETABLES,0.00,180.00,"292482000000390193",false
